AgroClimaticZone,District,Station,Item,Year,avg_temp,average_rain_fall_mm_per_year,avg_humidity_percent,wind_speed_m_s,solar_radiation_mj_m2,soil_moisture_percent,soil_ph,organic_carbon_percent,fertilizer_n_kg_per_ha,fertilizer_p_kg_per_ha,fertilizer_k_kg_per_ha,pesticides_tonnes,rainfall_variability,drought_flag,flood_flag,hg_ha_yield
New Alluvial Zone,Nadia,Nadia South,Maize,2009,28.48,1401.3,73.8,3.79,21.93,30.74,6.5,0.491,114.0,32.2,27.4,0.527,30.09,0,0,2747.0
New Alluvial Zone,Nadia,Nadia South,Maize,2010,26.89,1527.2,76.4,2.37,25.13,39.34,5.96,0.845,136.8,56.0,34.4,1.318,20.39,0,0,3367.6
New Alluvial Zone,Nadia,Nadia South,Maize,2011,25.91,1456.4,81.1,1.58,23.38,39.96,6.54,0.863,83.7,29.4,56.3,0.907,24.91,0,0,3157.8
New Alluvial Zone,Nadia,Nadia South,Maize,2012,25.72,1293.4,76.7,1.52,19.27,30.24,6.82,0.857,96.2,64.1,40.7,0.42,13.58,0,0,3487.0
New Alluvial Zone,Nadia,Nadia South,Maize,2013,26.2,2112.1,80.9,2.73,17.72,42.43,6.67,0.822,121.8,58.0,50.3,0.701,26.94,0,1,1930.6
New Alluvial Zone,Nadia,Nadia South,Maize,2014,25.59,1700.9,72.3,3.04,23.13,31.62,6.26,0.852,122.5,54.9,45.2,0.764,24.35,0,0,2575.2
New Alluvial Zone,Nadia,Nadia South,Maize,2015,29.14,1567.4,78.0,3.21,18.23,39.94,6.27,0.393,99.8,37.4,42.9,1.244,18.56,0,0,2655.6
New Alluvial Zone,Nadia,Nadia South,Maize,2016,26.97,1663.4,69.0,2.9,19.73,37.31,6.19,0.663,99.8,61.0,43.4,1.457,20.2,0,0,2830.1
New Alluvial Zone,Nadia,Nadia South,Maize,2017,27.59,1458.6,78.6,1.93,19.67,35.22,6.84,0.569,70.5,75.4,44.6,0.64,19.65,0,0,3171.7
New Alluvial Zone,Nadia,Nadia South,Maize,2018,27.93,1466.0,73.8,3.06,22.21,31.99,6.01,0.882,136.3,67.1,45.7,0.714,15.7,0,0,3327.2
New Alluvial Zone,Nadia,Nadia South,Maize,2019,24.82,1688.0,75.1,3.35,14.25,41.4,6.31,0.926,87.1,86.3,36.6,0.84,26.12,0,0,2687.8
New Alluvial Zone,Nadia,Nadia South,Maize,2020,29.66,1305.6,76.4,2.31,15.99,28.7,6.84,0.546,112.8,64.2,38.3,0.611,23.28,0,0,2638.0
New Alluvial Zone,Nadia,Nadia South,Maize,2021,27.55,1249.4,78.6,3.12,18.78,34.3,6.2,0.457,139.2,61.7,57.0,0.898,18.69,0,0,3318.1
New Alluvial Zone,Nadia,Nadia South,Maize,2022,26.86,1652.4,78.1,3.21,19.85,33.98,7.58,0.721,143.8,53.5,32.1,0.999,15.64,0,0,2712.8
New Alluvial Zone,Nadia,Nadia South,Maize,2023,28.28,1604.4,83.4,2.91,18.25,39.13,6.1,1.146,66.6,108.1,62.1,1.097,26.94,0,0,3232.7
New Alluvial Zone,Nadia,Nadia South,Maize,2024,27.17,1568.2,81.4,2.88,11.63,44.41,6.45,0.628,168.7,77.0,31.5,0.388,17.47,0,0,2525.9
New Alluvial Zone,Nadia,Nadia South,Pulses,2000,26.68,1223.9,79.7,2.39,21.26,29.41,5.62,0.785,128.2,66.6,24.8,0.764,28.81,0,0,771.2
New Alluvial Zone,Nadia,Nadia South,Pulses,2001,25.26,1527.5,82.0,3.0,12.13,45.0,5.76,0.585,72.9,75.2,31.8,0.622,22.16,0,1,487.7
New Alluvial Zone,Nadia,Nadia South,Pulses,2002,26.05,1761.6,77.6,1.71,22.14,37.05,6.97,0.556,148.2,65.4,65.4,0.575,28.48,0,1,535.4
New Alluvial Zone,Nadia,Nadia South,Pulses,2003,26.9,1316.0,80.9,1.35,16.99,26.81,6.69,0.714,117.6,78.8,46.9,0.48,31.24,0,0,702.5
New Alluvial Zone,Nadia,Nadia South,Pulses,2004,26.78,1782.9,81.1,2.29,19.08,41.98,5.63,0.818,118.0,81.6,52.9,0.84,10.87,0,1,535.7
New Alluvial Zone,Nadia,Nadia South,Pulses,2005,26.26,1382.1,78.2,3.25,14.28,28.83,6.72,0.783,89.1,62.3,38.2,0.716,18.11,0,0,677.0
New Alluvial Zone,Nadia,Nadia South,Pulses,2006,28.16,1417.7,76.6,2.44,17.51,38.19,7.56,0.805,108.4,82.5,50.2,0.918,15.69,0,0,699.7
New Alluvial Zone,Nadia,Nadia South,Pulses,2007,25.18,2026.4,82.9,2.15,23.73,33.45,5.16,0.787,128.8,101.8,21.3,0.448,19.09,0,1,528.3
New Alluvial Zone,Nadia,Nadia South,Pulses,2008,26.15,1631.4,89.5,3.15,19.14,34.66,5.65,0.709,117.3,40.0,40.3,0.921,19.01,0,1,447.5
New Alluvial Zone,Nadia,Nadia South,Pulses,2009,25.4,1396.8,76.6,2.45,17.0,28.99,6.14,0.537,112.0,47.0,35.3,0.855,17.97,0,0,738.6
New Alluvial Zone,Nadia,Nadia South,Pulses,2010,28.45,1546.0,75.0,2.27,18.73,31.02,6.17,0.621,72.5,80.7,38.8,1.156,13.77,0,1,367.4
New Alluvial Zone,Nadia,Nadia South,Pulses,2011,24.95,1211.5,71.1,2.06,22.11,30.76,7.7,0.373,114.1,70.0,64.8,0.642,35.97,0,0,732.7
New Alluvial Zone,Nadia,Nadia South,Pulses,2012,27.47,984.7,69.1,2.29,15.56,34.77,6.93,0.948,107.4,53.3,29.1,1.277,16.3,0,0,1134.9
New Alluvial Zone,Nadia,Nadia South,Pulses,2013,26.06,1956.5,75.8,2.13,20.22,42.79,6.34,0.527,124.6,43.2,39.0,0.282,15.57,0,1,384.3
New Alluvial Zone,Nadia,Nadia South,Pulses,2014,28.57,1218.5,71.4,2.55,17.65,29.33,6.6,0.287,140.7,77.0,55.0,1.166,18.85,0,0,583.5
New Alluvial Zone,Nadia,Nadia South,Pulses,2015,26.77,2274.6,87.9,2.42,14.84,45.0,5.56,0.596,109.9,67.1,46.7,0.437,23.5,0,1,447.9
New Alluvial Zone,Nadia,Nadia South,Pulses,2016,26.68,1381.8,70.3,3.22,23.16,37.59,7.01,0.751,80.6,43.1,51.9,0.929,22.59,0,0,718.8
New Alluvial Zone,Nadia,Nadia South,Pulses,2017,26.83,1317.8,77.5,2.21,18.2,39.18,6.86,0.812,58.1,45.9,31.5,0.958,29.03,0,0,673.6
New Alluvial Zone,Nadia,Nadia South,Pulses,2018,27.05,1695.3,86.8,3.06,14.33,34.99,5.95,0.87,122.3,25.5,54.1,0.505,26.32,0,1,503.9
New Alluvial Zone,Nadia,Nadia South,Pulses,2019,29.19,1431.4,71.9,2.04,16.75,40.68,7.1,0.426,101.6,42.6,65.5,1.032,30.98,0,0,527.6
New Alluvial Zone,Nadia,Nadia South,Pulses,2020,27.73,1586.9,87.4,3.18,15.66,34.28,6.04,0.421,147.1,48.9,50.6,1.034,26.09,0,1,485.2
New Alluvial Zone,Nadia,Nadia South,Pulses,2021,27.23,1326.3,77.2,3.32,18.35,26.87,5.87,0.815,99.2,50.1,16.3,0.797,24.66,0,0,647.9
New Alluvial Zone,Nadia,Nadia South,Pulses,2022,25.31,1586.7,79.1,2.34,16.34,37.15,7.14,0.795,143.4,49.5,58.2,0.908,22.36,0,1,483.0
New Alluvial Zone,Nadia,Nadia South,Pulses,2023,26.65,1681.8,75.3,3.18,16.19,34.57,7.07,0.572,72.7,57.6,29.0,0.517,14.23,0,1,404.8
New Alluvial Zone,Nadia,Nadia South,Pulses,2024,28.22,1963.4,97.0,2.49,16.41,37.34,5.61,0.731,101.8,38.2,38.9,1.328,15.28,0,1,401.8
New Alluvial Zone,Nadia,Nadia South,Millet,2000,24.98,1507.7,78.1,2.97,11.47,33.36,6.51,1.059,103.3,60.9,36.5,1.127,21.15,0,1,492.0
New Alluvial Zone,Nadia,Nadia South,Millet,2001,27.6,1504.0,75.4,1.78,22.72,34.77,6.62,0.903,140.9,63.5,61.5,1.232,16.81,0,1,647.7
New Alluvial Zone,Nadia,Nadia South,Millet,2002,26.35,1592.8,81.8,3.23,15.32,36.94,6.76,0.595,74.3,85.2,29.5,0.995,13.5,0,1,505.4
New Alluvial Zone,Nadia,Nadia South,Millet,2003,26.14,1362.9,74.0,2.34,24.2,37.31,6.22,0.585,145.9,64.2,48.0,1.347,14.87,0,1,602.6
New Alluvial Zone,Nadia,Nadia South,Millet,2004,26.79,1435.4,67.0,1.17,20.64,38.7,6.51,0.434,48.5,28.2,42.7,1.402,15.61,0,1,541.1
New Alluvial Zone,Nadia,Nadia South,Millet,2005,26.69,1499.0,73.3,2.23,15.6,32.58,6.83,0.721,94.5,73.2,45.5,0.664,19.36,0,1,501.0
New Alluvial Zone,Nadia,Nadia South,Millet,2006,25.69,1653.8,64.5,2.87,18.3,35.04,7.04,0.362,91.6,54.3,43.0,0.644,18.83,0,1,493.0
New Alluvial Zone,Nadia,Nadia South,Millet,2007,26.88,1619.6,83.9,1.69,19.87,28.86,6.79,0.343,66.3,67.3,19.9,1.158,17.69,0,1,513.7
New Alluvial Zone,Nadia,Nadia South,Millet,2008,26.1,1474.9,71.3,3.72,14.14,36.26,6.37,0.933,79.7,55.6,47.9,0.86,23.71,0,1,510.6
New Alluvial Zone,Nadia,Nadia South,Millet,2009,26.41,1521.6,74.9,2.04,16.52,37.68,6.1,0.539,153.2,68.0,50.4,0.905,6.29,0,1,584.8
New Alluvial Zone,Nadia,Nadia South,Millet,2010,26.06,1335.1,75.6,2.49,18.42,34.65,6.42,0.587,141.8,30.2,32.4,0.092,20.98,0,1,484.7
New Alluvial Zone,Nadia,Nadia South,Millet,2011,26.25,1635.4,78.5,3.88,17.2,35.77,6.72,0.581,81.1,103.9,33.6,0.645,21.1,0,1,472.7
New Alluvial Zone,Nadia,Nadia South,Millet,2012,25.2,1240.9,88.4,3.19,18.08,28.34,6.04,0.413,94.1,49.2,28.8,0.937,22.39,0,0,542.5
New Alluvial Zone,Nadia,Nadia South,Millet,2013,25.95,1664.1,79.8,2.44,19.7,36.46,4.79,0.767,116.1,91.3,71.6,0.593,16.86,0,1,497.2
New Alluvial Zone,Nadia,Nadia South,Millet,2014,25.06,1461.6,82.9,2.97,11.56,35.05,6.13,0.632,97.1,40.6,43.0,0.918,22.69,0,1,456.4
New Alluvial Zone,Nadia,Nadia South,Millet,2015,27.75,1556.9,72.8,3.15,11.08,35.05,6.52,0.76,67.3,46.4,21.5,0.578,17.26,0,1,477.9
New Alluvial Zone,Nadia,Nadia South,Millet,2016,29.01,1584.9,81.9,2.57,21.28,39.2,7.13,0.77,53.7,70.3,58.7,0.653,19.73,0,1,550.5
New Alluvial Zone,Nadia,Nadia South,Millet,2017,27.81,1741.7,67.6,2.07,16.58,32.95,6.36,0.856,125.4,48.7,34.0,0.242,18.11,0,1,506.2
New Alluvial Zone,Nadia,Nadia South,Millet,2018,25.16,1639.5,76.7,2.0,12.52,25.61,6.36,0.876,126.1,14.5,67.1,0.906,17.27,0,1,457.3
New Alluvial Zone,Nadia,Nadia South,Millet,2019,28.21,1612.3,77.4,2.35,22.38,33.97,5.14,0.281,141.3,36.5,28.2,1.131,25.15,0,1,556.8
New Alluvial Zone,Nadia,Nadia South,Millet,2020,26.19,1277.2,78.6,2.47,23.01,36.99,6.12,0.448,100.0,75.6,37.0,1.176,19.31,0,1,605.4
New Alluvial Zone,Nadia,Nadia South,Millet,2021,27.97,1487.5,74.1,2.37,23.44,41.55,6.67,0.938,84.1,42.9,46.4,0.855,12.4,0,1,585.4
New Alluvial Zone,Nadia,Nadia South,Millet,2022,27.18,1583.1,81.2,3.24,16.96,32.1,6.55,0.683,123.2,69.9,45.1,1.266,22.74,0,1,606.6
New Alluvial Zone,Nadia,Nadia South,Millet,2023,28.26,1281.6,80.4,3.83,19.29,28.31,6.7,0.74,73.4,51.4,45.2,0.946,7.42,0,1,613.4
New Alluvial Zone,Nadia,Nadia South,Millet,2024,27.26,1530.8,71.0,1.51,18.98,34.68,5.48,0.854,39.9,48.6,53.7,0.615,18.7,0,1,485.5
New Alluvial Zone,Nadia,Nadia South,Jute,2000,27.29,1282.6,75.5,2.27,15.92,33.99,6.83,0.563,166.3,48.2,44.5,0.899,19.86,0,0,2030.0
New Alluvial Zone,Nadia,Nadia South,Jute,2001,25.07,1770.0,74.8,3.51,14.75,35.47,6.74,0.45,126.2,17.2,32.7,0.883,21.61,0,0,1959.2
New Alluvial Zone,Nadia,Nadia South,Jute,2002,26.82,1770.1,74.0,1.37,21.67,31.21,6.04,0.81,73.9,48.4,47.3,1.381,12.99,0,0,1974.1
New Alluvial Zone,Nadia,Nadia South,Jute,2003,24.39,1899.5,77.4,2.27,23.71,30.61,5.82,0.674,138.2,33.8,61.0,1.007,14.05,0,0,1918.1
New Alluvial Zone,Nadia,Nadia South,Jute,2004,28.13,1479.8,82.6,3.43,20.2,31.74,5.93,0.342,135.4,43.6,49.1,0.599,30.6,0,0,2039.6
New Alluvial Zone,Nadia,Nadia South,Jute,2005,26.82,1837.5,79.5,2.35,15.73,42.24,6.28,0.477,139.8,70.9,60.7,0.21,16.61,0,0,1899.0
New Alluvial Zone,Nadia,Nadia South,Jute,2006,26.11,1326.5,70.5,3.98,15.47,35.08,6.29,0.509,133.9,77.3,63.7,1.092,26.83,0,0,1880.5
New Alluvial Zone,Nadia,Nadia South,Jute,2007,26.16,1444.3,80.2,3.41,20.87,27.08,7.08,0.668,109.5,85.8,35.9,0.843,15.06,0,0,1700.7
New Alluvial Zone,Nadia,Nadia South,Jute,2008,27.04,1370.0,81.2,2.26,18.51,38.25,6.03,0.558,90.8,51.8,43.2,0.857,23.88,0,0,1761.9
New Alluvial Zone,Nadia,Nadia South,Jute,2009,26.87,1492.0,77.5,1.99,19.92,30.63,6.26,0.875,162.1,55.3,40.5,0.369,17.9,0,0,1775.2
New Alluvial Zone,Nadia,Nadia South,Jute,2010,27.1,1410.0,79.2,2.07,14.92,33.68,6.53,0.596,86.9,62.5,70.2,0.545,9.52,0,0,1975.5
New Alluvial Zone,Nadia,Nadia South,Jute,2011,25.33,1668.6,76.9,2.61,19.67,36.67,6.12,1.209,83.1,45.8,33.7,0.857,20.31,0,0,1740.6
New Alluvial Zone,Nadia,Nadia South,Jute,2012,27.37,1675.1,67.4,2.27,17.97,35.24,6.41,0.254,129.0,66.3,49.8,1.242,27.68,0,0,2443.5
New Alluvial Zone,Nadia,Nadia South,Jute,2013,27.89,1398.6,79.4,3.65,15.11,30.24,6.96,0.764,105.5,39.1,49.5,0.945,22.66,0,0,1936.3
New Alluvial Zone,Nadia,Nadia South,Jute,2014,26.91,1775.2,93.2,2.69,22.16,42.65,7.65,0.797,91.2,45.9,53.3,0.838,13.59,0,0,2202.3
New Alluvial Zone,Nadia,Nadia South,Jute,2015,29.52,1464.7,76.6,3.02,19.45,37.24,6.54,0.886,76.9,66.4,39.8,0.888,23.39,0,0,2319.9
New Alluvial Zone,Nadia,Nadia South,Jute,2016,26.32,1558.9,85.1,2.79,18.81,31.21,6.8,0.499,138.1,36.6,39.6,1.133,17.89,0,0,2058.2
New Alluvial Zone,Nadia,Nadia South,Jute,2017,26.38,1896.3,88.7,2.8,13.76,37.28,7.14,0.545,63.9,82.3,27.7,1.221,37.32,0,0,2067.9
New Alluvial Zone,Nadia,Nadia South,Jute,2018,25.93,1714.4,84.7,2.97,17.85,40.8,6.23,0.625,99.6,60.8,66.2,0.289,22.67,0,0,1805.8
New Alluvial Zone,Nadia,Nadia South,Jute,2019,25.72,1831.3,86.5,2.83,17.03,37.06,6.04,0.841,120.3,46.7,29.6,0.708,17.99,0,0,1959.7
New Alluvial Zone,Nadia,Nadia South,Jute,2020,28.13,1467.6,73.2,3.62,19.9,32.84,6.46,0.85,94.8,56.9,45.4,0.87,31.75,0,0,2220.4
New Alluvial Zone,Nadia,Nadia South,Jute,2021,26.42,1493.4,80.1,2.44,19.18,37.35,5.98,0.687,122.4,24.4,58.4,1.153,21.38,0,0,2123.2
New Alluvial Zone,Nadia,Nadia South,Jute,2022,27.69,1312.9,71.4,3.73,19.8,35.76,5.4,0.553,84.3,30.6,34.1,1.238,27.28,0,0,1884.3
New Alluvial Zone,Nadia,Nadia South,Jute,2023,25.89,1490.1,73.5,2.14,12.69,39.2,7.78,0.468,117.4,44.5,45.5,0.472,18.7,0,0,1803.8
New Alluvial Zone,Nadia,Nadia South,Jute,2024,27.41,1772.2,79.5,2.43,21.92,41.56,5.3,0.409,115.3,51.7,60.4,0.83,19.24,0,0,2216.1
New Alluvial Zone,Nadia,Nadia South,Potato,2000,25.21,1152.3,76.3,2.72,15.07,29.08,7.24,1.081,158.5,93.7,49.0,1.155,8.58,0,1,6020.9
New Alluvial Zone,Nadia,Nadia South,Potato,2001,26.0,1270.2,69.2,3.95,14.61,36.46,5.85,0.678,96.9,44.1,51.1,0.719,14.89,0,1,4532.8
New Alluvial Zone,Nadia,Nadia South,Potato,2002,27.21,1563.8,77.5,2.77,17.05,33.21,6.22,0.586,126.3,90.7,55.4,0.82,16.75,0,1,3443.0
New Alluvial Zone,Nadia,Nadia South,Potato,2003,28.13,1481.7,63.2,2.73,18.15,28.37,5.9,0.733,138.2,52.9,77.0,1.153,18.4,0,1,2807.8
New Alluvial Zone,Nadia,Nadia South,Potato,2004,27.91,1448.8,79.2,2.43,15.29,33.77,6.43,0.393,111.7,57.2,39.2,0.791,18.19,0,1,2767.8
New Alluvial Zone,Nadia,Nadia South,Potato,2005,26.16,1026.3,71.1,3.25,16.11,29.86,6.19,0.557,76.6,61.3,31.7,0.586,20.88,0,0,6900.9
New Alluvial Zone,Nadia,Nadia South,Potato,2006,26.89,1558.7,77.9,2.4,12.28,33.11,6.75,0.387,121.3,35.2,76.3,0.989,25.2,0,1,3711.8
New Alluvial Zone,Nadia,Nadia South,Potato,2007,26.44,1841.1,71.9,2.31,20.02,39.57,5.94,0.293,122.1,76.1,74.6,1.121,26.22,0,1,4679.8
New Alluvial Zone,Nadia,Nadia South,Potato,2008,26.6,1098.4,65.5,2.44,17.35,31.21,6.15,0.502,107.2,48.7,46.9,1.178,25.02,0,1,3574.9
New Alluvial Zone,Nadia,Nadia South,Potato,2009,27.99,1720.4,90.0,3.12,15.91,43.77,5.7,0.613,75.4,25.4,58.6,1.033,28.39,0,1,3049.4
New Alluvial Zone,Nadia,Nadia South,Potato,2010,23.71,1406.1,81.0,3.43,21.06,40.93,5.94,0.557,92.9,52.7,58.9,1.246,21.96,0,1,6572.0
New Alluvial Zone,Nadia,Nadia South,Potato,2011,26.43,1588.3,77.2,2.99,17.56,38.52,7.22,0.736,107.7,29.8,61.2,0.572,10.09,0,1,4193.9
New Alluvial Zone,Nadia,Nadia South,Potato,2012,28.88,1953.9,76.6,1.6,17.82,43.31,6.17,0.787,69.1,72.5,45.2,1.058,17.26,0,1,2650.1
New Alluvial Zone,Nadia,Nadia South,Potato,2013,26.07,1739.8,86.7,2.19,19.33,42.49,5.33,0.814,102.2,65.3,52.6,1.626,12.36,0,1,4709.6
New Alluvial Zone,Nadia,Nadia South,Potato,2014,27.88,1551.0,91.4,1.86,14.53,33.72,5.84,0.694,81.6,106.5,58.1,0.934,6.31,0,1,3228.9
New Alluvial Zone,Nadia,Nadia South,Potato,2015,23.25,1841.6,85.2,3.62,20.12,38.93,5.82,0.659,83.1,55.3,65.7,1.234,14.61,0,1,8033.3
New Alluvial Zone,Nadia,Nadia South,Potato,2016,25.98,1383.4,74.5,1.86,16.39,38.05,6.41,0.435,98.6,45.5,44.9,0.489,18.49,0,1,4693.4
New Alluvial Zone,Nadia,Nadia South,Potato,2017,27.52,1455.0,79.0,2.58,16.85,39.25,6.33,0.444,90.9,26.2,56.1,1.177,11.67,0,1,3312.5
New Alluvial Zone,Nadia,Nadia South,Potato,2018,26.31,1504.4,74.5,2.75,21.04,34.61,6.82,0.583,163.4,10.0,45.5,1.185,10.65,0,1,4654.0
New Alluvial Zone,Nadia,Nadia South,Potato,2019,24.46,1857.1,84.1,2.51,16.0,41.04,7.22,0.779,111.2,48.7,47.6,1.296,13.66,0,1,7376.4
New Alluvial Zone,Nadia,Nadia South,Potato,2020,27.73,1476.5,73.5,3.46,14.15,36.06,6.94,0.647,152.4,76.7,30.3,0.878,19.53,0,1,2926.1
New Alluvial Zone,Nadia,Nadia South,Potato,2021,27.79,1360.9,75.1,3.11,14.64,25.95,6.9,0.654,150.0,39.6,48.8,0.854,16.29,0,1,2964.4
New Alluvial Zone,Nadia,Nadia South,Potato,2022,25.64,1356.1,69.6,1.58,23.78,31.9,7.22,0.58,117.1,66.3,68.8,0.522,17.52,0,1,4653.0
New Alluvial Zone,Nadia,Nadia South,Potato,2023,28.14,1638.3,72.3,2.47,20.96,31.61,7.64,0.216,21.2,57.4,40.0,0.413,20.25,0,1,2143.1
New Alluvial Zone,Nadia,Nadia South,Potato,2024,26.61,1634.3,80.7,2.18,18.37,33.82,6.22,0.685,106.3,57.0,34.8,0.831,9.97,0,1,4028.6
New Alluvial Zone,Nadia,Nadia South,Sugarcane,2000,26.66,1633.0,88.6,2.99,19.11,30.63,5.78,0.922,69.6,79.8,40.7,0.732,31.09,0,0,68972.3
New Alluvial Zone,Nadia,Nadia South,Sugarcane,2001,27.22,1458.2,75.5,2.37,22.98,37.66,5.85,0.613,129.7,52.2,27.4,0.999,19.35,0,0,68263.0
New Alluvial Zone,Nadia,Nadia South,Sugarcane,2002,27.7,1535.0,79.6,2.46,19.19,30.72,6.57,0.539,120.3,43.2,43.6,0.567,17.58,0,0,62815.9
New Alluvial Zone,Nadia,Nadia South,Sugarcane,2003,26.18,1544.6,81.2,2.84,15.25,26.53,6.54,0.827,83.5,71.9,60.3,0.694,24.86,0,0,69134.8
New Alluvial Zone,Nadia,Nadia South,Sugarcane,2004,25.91,1801.4,79.1,1.8,22.6,37.88,6.05,0.558,135.4,60.5,39.4,0.985,32.88,0,0,69777.0
New Alluvial Zone,Nadia,Nadia South,Sugarcane,2005,26.43,1243.2,78.2,1.84,21.4,31.81,6.21,0.585,137.4,69.7,30.1,0.733,19.32,0,0,57623.7
New Alluvial Zone,Nadia,Nadia South,Sugarcane,2006,26.69,1393.9,77.0,1.91,13.57,38.64,6.36,0.584,73.6,45.8,29.8,0.913,23.49,0,0,75449.2
New Alluvial Zone,Nadia,Nadia South,Sugarcane,2007,26.94,1353.1,72.9,2.59,17.68,27.16,6.81,0.813,87.3,29.7,68.3,0.441,17.22,0,0,64814.2
New Alluvial Zone,Nadia,Nadia South,Sugarcane,2008,25.6,1378.1,79.9,2.78,10.79,27.74,7.09,0.704,72.4,10.0,52.9,1.15,17.16,0,0,57639.3
New Alluvial Zone,Nadia,Nadia South,Sugarcane,2009,26.08,1182.9,69.6,2.08,19.28,30.88,6.81,0.244,94.5,39.2,76.7,0.797,17.35,0,0,56337.5
New Alluvial Zone,Nadia,Nadia South,Sugarcane,2010,25.16,1800.7,83.8,3.0,17.67,40.74,6.97,0.568,94.1,65.8,57.0,0.541,20.56,0,0,67768.6
New Alluvial Zone,Nadia,Nadia South,Sugarcane,2011,26.73,1192.6,63.6,1.18,23.13,36.45,5.72,1.108,94.4,38.0,29.0,0.587,20.72,0,0,68286.2
New Alluvial Zone,Nadia,Nadia South,Sugarcane,2012,25.79,1936.3,69.4,2.2,21.46,33.4,5.65,0.644,101.1,51.4,47.8,0.713,15.19,0,0,62836.3
New Alluvial Zone,Nadia,Nadia South,Sugarcane,2013,26.75,1535.3,76.1,2.89,19.17,32.81,6.85,0.814,121.0,78.1,67.0,1.034,16.91,0,0,66802.8
New Alluvial Zone,Nadia,Nadia South,Sugarcane,2014,27.61,1486.0,88.6,2.99,20.5,25.81,6.39,0.7,82.5,56.1,73.1,0.669,28.39,0,0,67000.4
New Alluvial Zone,Nadia,Nadia South,Sugarcane,2015,24.89,1746.3,88.6,3.69,18.05,41.62,6.29,0.741,99.7,33.0,71.2,0.808,18.85,0,0,68719.0
New Alluvial Zone,Nadia,Nadia South,Sugarcane,2016,27.44,1458.2,74.6,3.64,15.67,34.52,6.84,0.418,70.9,47.2,72.9,0.732,22.85,0,0,68161.1
New Alluvial Zone,Nadia,Nadia South,Sugarcane,2017,26.58,1725.6,83.6,3.03,18.02,41.78,6.38,0.708,61.2,69.4,60.1,0.931,22.78,0,0,72779.9
New Alluvial Zone,Nadia,Nadia South,Sugarcane,2018,26.22,1454.3,66.0,1.21,19.55,35.51,6.59,1.043,124.6,29.4,38.9,1.185,27.22,0,0,71981.4
New Alluvial Zone,Nadia,Nadia South,Sugarcane,2019,27.93,1657.5,74.0,2.75,15.55,31.42,6.49,0.299,171.7,77.0,32.6,0.977,23.83,0,0,73651.7
New Alluvial Zone,Nadia,Nadia South,Sugarcane,2020,27.73,1370.0,76.0,3.4,18.77,31.25,6.68,0.709,105.6,62.5,89.0,0.886,11.69,0,0,69499.5
New Alluvial Zone,Nadia,Nadia South,Sugarcane,2021,28.35,1523.9,63.3,2.74,17.37,26.43,6.78,0.799,76.1,57.5,43.7,0.79,22.13,0,0,58277.7
New Alluvial Zone,Nadia,Nadia South,Sugarcane,2022,27.52,1394.1,83.9,1.94,20.79,32.68,6.58,1.032,93.7,50.2,60.5,0.669,19.66,0,0,62854.8
New Alluvial Zone,Nadia,Nadia South,Sugarcane,2023,27.81,1427.5,74.8,2.13,16.84,29.1,7.17,0.709,81.0,44.6,55.2,0.872,25.7,0,0,68029.6
New Alluvial Zone,Nadia,Nadia South,Sugarcane,2024,28.19,1608.6,74.4,3.2,12.35,39.46,6.88,0.505,76.5,61.9,54.9,1.151,14.92,0,0,71011.2
New Alluvial Zone,Nadia,Nadia South,Mustard,2000,28.37,1723.6,80.3,1.96,19.35,31.5,7.65,0.439,110.4,58.7,39.4,0.424,21.82,0,1,242.7
New Alluvial Zone,Nadia,Nadia South,Mustard,2001,27.46,1358.7,70.1,2.77,18.49,30.9,6.16,0.438,113.7,48.4,28.6,1.046,21.52,0,1,307.9
New Alluvial Zone,Nadia,Nadia South,Mustard,2002,26.93,1214.4,71.7,2.13,13.71,27.36,6.17,0.457,124.5,37.7,36.6,0.823,15.94,0,1,334.7
New Alluvial Zone,Nadia,Nadia South,Mustard,2003,24.81,1716.7,77.7,2.78,17.72,33.8,6.82,0.778,127.3,73.8,41.5,0.606,30.56,0,1,462.5
New Alluvial Zone,Nadia,Nadia South,Mustard,2004,24.93,1213.0,68.2,2.23,18.02,30.4,5.51,0.775,93.1,62.3,26.7,1.096,14.57,0,1,451.6
New Alluvial Zone,Nadia,Nadia South,Mustard,2005,26.91,1626.0,76.0,3.45,16.49,35.54,7.09,0.357,152.7,57.9,50.0,0.843,21.7,0,1,369.5
New Alluvial Zone,Nadia,Nadia South,Mustard,2006,26.98,1830.4,88.6,3.17,17.77,35.79,6.35,0.885,71.1,60.9,48.7,1.348,23.38,0,1,431.3
New Alluvial Zone,Nadia,Nadia South,Mustard,2007,24.86,1543.1,73.4,1.99,17.65,32.62,6.35,0.442,132.0,89.9,61.0,1.194,20.43,0,1,532.8
New Alluvial Zone,Nadia,Nadia South,Mustard,2008,26.54,1547.8,77.3,2.69,14.78,40.54,6.13,0.767,133.5,52.8,74.7,1.488,19.81,0,1,464.8
New Alluvial Zone,Nadia,Nadia South,Mustard,2009,27.18,1639.1,81.5,2.56,15.53,42.88,5.61,0.327,88.1,44.3,27.1,0.883,21.18,0,1,365.2
New Alluvial Zone,Nadia,Nadia South,Mustard,2010,24.6,1647.3,87.1,2.12,16.57,29.21,6.89,1.004,87.5,44.3,26.4,1.286,29.68,0,1,472.0
